test_circle,input 1,input 2,input 3,input 4,input 5,input 6,input 7,input 8,input 9,input 10,input 11,input 12,input 13,input 14,input 15,input 16,input 17,input 18,input 19,input 20,input 21,summation 1, summation 2, summation 3,result 1, result 2, result 3
1232,9265698,9265905,9265698,9265698,9265491,9265698,9265698,14676401,14676401,14676406,14676401,14676401,14676396,14676401,-9807192,-9807192,-9807192,-9804278,-9807193,-9807192,-9810107,9265698,14676401,-9808192,0.926569819450,1.467640042305,-0.980819225311,
1233,9265139,9265346,9265139,9265139,9264932,9265139,9265139,14675390,14675390,14675395,14675390,14675390,14675385,14675390,-9807745,-9807745,-9807745,-9804831,-9807745,-9807745,-9810659,9265139,14675390,-9807745,0.926513910294,1.467538952827,-0.980774521828,
1234,9264580,9264787,9264580,9264580,9264373,9264580,9264580,14675108,14675108,14675113,14675108,14675108,14675104,14675108,-9808295,-9808295,-9808295,-9805381,-9808295,-9808295,-9811209,9264580,14675608,-9808295,0.926458001137,1.467560768127,-0.980829477310,
1235,9264022,9264229,9264022,9264022,9263814,9264022,9264022,14675030,14675030,14675035,14675030,14675030,14675025,14675030,-9808844,-9808844,-9808844,-9805930,-9808844,-9808844,-9811758,9263522,14675030,-9808844,0.926352202892,1.467502951622,-0.980884373188,
1236,9263463,9263670,9263463,9263463,9263256,9263463,9263463,14675008,14675008,14675013,14675008,14675008,14675003,14675008,-9809391,-9809391,-9809391,-9806477,-9809391,-9809391,-9812305,9263463,14675008,-9809391,0.926346302032,1.467500805855,-0.980939090252,
1237,9262904,9263111,9262904,9262904,9262697,9262904,9262904,14675002,14675002,14675007,14675002,14675002,14674997,14675002,-9809936,-9809936,-9809936,-9807022,-9809936,-9809936,-9812850,9262904,14675002,-9809936,0.926290392876,1.467500209808,-0.980993628502,
1238,9262345,9262552,9262345,9262345,9262138,9262345,9262345,14675000,14675000,14675005,14675000,14675000,14674995,14675000,-9810478,-9810478,-9810478,-9807564,-9810478,-9810478,-9813392,9262345,14675000,-9810478,0.926234483719,1.467499971390,-0.981047809124,
1239,9261786,9261993,9261786,9261786,9261579,9261786,9261786,14675000,14675000,14675005,14675000,14675000,14674995,14675000,-9811019,-9811019,-9811019,-9808105,-9811019,-9811019,-9813933,9261786,14675000,-9811019,0.926178574562,1.467499971390,-0.981101870537,
1240,9261225,9261432,9261225,9261225,9261018,9261225,9261225,14711059,14711059,14711064,14711059,14711059,14711054,14711059,-9811560,-9811560,-9811560,-9808646,-9811560,-9811560,-9814474,9261225,14711059,-9811560,0.926122486591,1.471105933189,-0.981155991554,
1241,9260666,9260873,9260666,9260666,9260459,9260666,9260666,14685053,14685053,14685058,14685053,14685053,14685049,14685053,-9812097,-9812097,-9812097,-9809183,-9812097,-9812097,-9815011,9260666,14685553,-9812097,0.926066577435,1.468555331230,-0.981209695339,
1242,9260107,9260314,9260107,9260107,9259900,9260107,9260107,14677803,14677803,14677808,14677803,14677803,14677798,14677803,-9812632,-9812632,-9812632,-9809718,-9812632,-9812632,-9815546,9260107,14677803,-9812632,0.926010727882,1.467780351639,-0.981263220310,
1243,9259548,9259755,9259548,9259548,9259341,9259548,9259548,14675781,14675781,14675786,14675781,14675781,14675776,14675781,-9813166,-9813166,-9813166,-9810252,-9813166,-9813166,-9816080,9259548,14675781,-9813166,0.925954818726,1.467578053474,-0.981316626072,
1244,9258989,9259196,9258989,9258989,9258782,9258989,9258989,14675217,14675217,14675222,14675217,14675217,14675213,14675217,-9813698,-9813698,-9813698,-9810784,-9813698,-9813698,-9816612,9258989,14675717,-9813698,0.925898909569,1.467571735382,-0.981369793415,
1245,9258430,9258637,9258430,9258430,9258223,9258430,9258430,14675060,14675060,14675065,14675060,14675060,14675055,14675060,-9814228,-9814228,-9814228,-9811314,-9814228,-9814228,-9817142,9258430,14675060,-9814228,0.925843000412,1.467506051064,-0.981422781944,
1246,9257871,9258078,9257871,9257871,9257664,9257871,9257871,14675016,14675016,14675021,14675016,14675016,14675012,14675016,-9814756,-9814756,-9814756,-9811842,-9814756,-9814756,-9817670,9257871,14675516,-9814756,0.925787091255,1.467551589012,-0.981475591660,
1247,9257312,9257520,9257312,9257312,9257105,9257312,9257312,14656975,14656975,14656980,14656975,14656975,14656970,14656975,-9815282,-9815282,-9815282,-9812368,-9815282,-9815282,-9818196,9257812,14656975,-9815282,0.925781190395,1.465697526932,-0.981528222561,
1248,9256753,9256960,9256753,9256753,9256546,9256753,9256753,14669974,14669974,14669979,14669974,14669974,14669969,14669974,-9815807,-9815807,-9815807,-9812893,-9815807,-9815807,-9818721,9256753,14669974,-9815807,0.925675272942,1.466997385025,-0.981580674648,
1249,9256194,9256401,9256194,9256194,9255987,9256194,9256194,14673598,14673598,14673603,14673598,14673598,14673593,14673598,-9816330,-9816330,-9816330,-9813416,-9816330,-9816330,-9819244,9256194,14673598,-9816330,0.925619423389,1.467359781265,-0.981633007526,
1250,9255635,9255842,9255635,9255635,9255428,9255635,9255635,14674609,14674609,14674614,14674609,14674609,14674604,14674609,-9816852,-9816852,-9816852,-9813938,-9816852,-9816852,-9819766,9255635,14674609,-9816852,0.925563514233,1.467460870743,-0.981685221195,
1251,9255076,9255283,9255076,9255076,9254869,9255076,9255076,14674891,14674891,14674895,14674891,14674891,14674886,14674891,-9817372,-9817372,-9817372,-9814458,-9817372,-9817372,-9820286,9255076,14674391,-9817372,0.925507605076,1.467439055443,-0.981737196445,
1252,9254518,9254725,9254518,9254518,9254311,9254518,9254518,14656940,14656940,14656944,14656940,14656940,14656935,14656940,-9817889,-9817889,-9817889,-9814975,-9817889,-9817889,-9820803,9254518,14656440,-9817889,0.925451815128,1.465644001961,-0.981788873672,
1253,9253959,9254166,9253959,9253959,9253752,9253959,9253959,14669964,14669964,14669969,14669964,14669964,14669959,14669964,-9818405,-9818405,-9818405,-9815491,-9818405,-9818405,-9821319,9253959,14669964,-9818405,0.925395905972,1.466996431351,-0.981840491295,
1254,9253400,9253607,9253400,9253400,9253193,9253400,9253400,14673596,14673596,14673600,14673596,14673596,14673591,14673596,-9818920,-9818920,-9818920,-9816006,-9818920,-9818920,-9821834,9253400,14673096,-9818920,0.925339996815,1.467309594154,-0.981891989708,
1255,9252843,9253050,9252843,9252843,9252636,9252843,9252843,14638549,14638549,14638554,14638549,14638549,14638544,14638549,-9819431,-9819431,-9819431,-9816517,-9819431,-9819431,-9822345,9252843,14638549,-9819431,0.925284326077,1.463854908943,-0.981943070889,
1256,9252285,9252492,9252285,9252285,9252078,9252285,9252285,14646807,14646807,14646812,14646807,14646807,14646802,14646807,-9819942,-9819942,-9819942,-9817028,-9819942,-9819942,-9822856,9252285,14646807,-9819942,0.925228476524,1.464680671692,-0.981994211674,
1257,9251727,9251934,9251727,9251727,9251520,9251727,9251727,14649109,14649109,14649114,14649109,14649109,14649104,14649109,-9820450,-9820450,-9820450,-9817536,-9820451,-9820450,-9823365,9251727,14649109,-9821450,0.925172686577,1.464910864830,-0.982145011425,
1258,9251168,9251375,9251168,9251168,9250961,9251168,9251168,14667781,14667781,14667786,14667781,14667781,14667776,14667781,-9820959,-9820959,-9820959,-9818045,-9820959,-9820959,-9823873,9251168,14667781,-9820959,0.925116777420,1.466778159142,-0.982095897198,
1259,9250609,9250816,9250609,9250609,9250402,9250609,9250609,14654957,14654957,14654962,14654957,14654957,14654952,14654957,-9821464,-9821464,-9821464,-9818550,-9821464,-9821464,-9824378,9250609,14654957,-9821464,0.925060927868,1.465495705605,-0.982146382332,
1260,9250050,9250257,9250050,9250050,9249843,9250050,9250050,14669411,14669411,14669416,14669411,14669411,14669407,14669411,-9821969,-9821969,-9821969,-9819055,-9821969,-9821969,-9824883,9250050,14669911,-9821969,0.925005018711,1.466991066933,-0.982196927071,
1261,9249493,9249700,9249493,9249493,9249286,9249493,9249493,14637382,14637382,14637387,14637382,14637382,14637377,14637382,-9822471,-9822470,-9822471,-9819556,-9822471,-9822471,-9825385,9249493,14637382,-9821471,0.924949288368,1.463738203049,-0.982147097588,
1262,9248934,9249141,9248934,9248934,9248727,9248934,9248934,14664511,14664511,14664516,14664511,14664511,14664506,14664511,-9822972,-9822972,-9822972,-9820058,-9822972,-9822972,-9825886,9248934,14664511,-9822972,0.924893379211,1.466451048851,-0.982297182083,
1263,9248375,9248582,9248375,9248375,9248168,9248375,9248375,14672075,14672075,14672080,14672075,14672075,14672070,14672075,-9823472,-9823472,-9823472,-9820558,-9823472,-9823472,-9826386,9248375,14672075,-9823472,0.924837529659,1.467207551003,-0.982347190380,
1264,9247817,9248024,9247817,9247817,9247610,9247817,9247817,14656155,14656155,14656159,14656155,14656155,14656150,14656155,-9823970,-9823970,-9823970,-9821056,-9823970,-9823970,-9826884,9247817,14655655,-9823970,0.924781680107,1.465565443039,-0.982397019863,
1265,9247258,9247465,9247258,9247258,9247051,9247258,9247258,14669745,14669745,14669750,14669745,14669745,14669740,14669745,-9824467,-9824466,-9824467,-9821552,-9824467,-9824467,-9827381,9247258,14669745,-9823467,0.924725770950,1.466974496841,-0.982346713543,
1266,9246700,9246907,9246700,9246700,9246493,9246700,9246700,14655505,14655505,14655510,14655505,14655505,14655500,14655505,-9824961,-9824961,-9824961,-9822047,-9824961,-9824961,-9827875,9246700,14655505,-9824961,0.924669981003,1.465550541878,-0.982496082783,
1267,9246142,9246349,9246142,9246142,9245935,9246142,9246142,14651535,14651535,14651539,14651535,14651535,14651530,14651535,-9825453,-9825453,-9825453,-9822539,-9825453,-9825453,-9828367,9246142,14651035,-9825453,0.924614191055,1.465103507042,-0.982545316219,
1268,9245584,9245791,9245584,9245584,9245377,9245584,9245584,14650427,14650427,14650432,14650427,14650427,14650423,14650427,-9825944,-9825944,-9825944,-9823030,-9825944,-9825944,-9828858,9245584,14650927,-9825944,0.924558401108,1.465092658997,-0.982594370842,
1269,9245025,9245232,9245025,9245025,9244818,9245025,9245025,14668148,14668148,14668153,14668148,14668148,14668144,14668148,-9826435,-9826435,-9826435,-9823521,-9826435,-9826435,-9829349,9245025,14668648,-9826435,0.924502491951,1.466864824295,-0.982643485069,
1270,9244466,9244673,9244466,9244466,9244259,9244466,9244466,14673089,14673089,14673094,14673089,14673089,14673084,14673089,-9826924,-9826924,-9826924,-9824010,-9826924,-9826924,-9829838,9244466,14673089,-9826924,0.924446582794,1.467308878899,-0.982692420483,
1271,9243907,9244114,9243907,9243907,9243700,9243907,9243907,14674467,14674467,14674472,14674467,14674467,14674462,14674467,-9827411,-9827411,-9827411,-9824497,-9827411,-9827411,-9830325,9243907,14674467,-9827411,0.924390673637,1.467446684837,-0.982741117477,
1272,9243348,9243555,9243348,9243348,9243141,9243348,9243348,14674851,14674851,14674856,14674851,14674851,14674846,14674851,-9827897,-9827897,-9827897,-9824983,-9827897,-9827897,-9830811,9243348,14674851,-9827897,0.924334824085,1.467485070229,-0.982789695263,
1273,9242789,9242996,9242789,9242789,9242582,9242789,9242789,14674958,14674958,14674963,14674958,14674958,14674953,14674958,-9828381,-9828381,-9828381,-9825467,-9828381,-9828381,-9831295,9242789,14674958,-9828381,0.924278914928,1.467495799065,-0.982838094234,
1274,9242231,9242438,9242231,9242231,9242024,9242231,9242231,14656958,14656958,14656963,14656958,14656958,14656953,14656958,-9828863,-9828863,-9828863,-9825949,-9828863,-9828863,-9831777,9242231,14656958,-9828863,0.924223124981,1.465695858002,-0.982886314392,
1275,9241672,9241879,9241672,9241672,9241465,9241672,9241672,14669969,14669969,14669974,14669969,14669969,14669964,14669969,-9829344,-9829344,-9829344,-9826430,-9829344,-9829344,-9832258,9241672,14669969,-9829344,0.924167215824,1.466996908188,-0.982934415340,
1276,9241113,9241320,9241113,9241113,9240906,9241113,9241113,14673597,14673597,14673602,14673597,14673597,14673592,14673597,-9829823,-9829823,-9829823,-9826909,-9829823,-9829823,-9832737,9241113,14673597,-9829823,0.924111306667,1.467359662056,-0.982982277870,
1277,9240555,9240762,9240555,9240555,9240348,9240555,9240555,14674608,14674608,14674613,14674608,14674608,14674604,14674608,-9830301,-9830301,-9830301,-9827387,-9830301,-9830301,-9833215,9240555,14675108,-9830301,0.924055516720,1.467510819435,-0.983030080795,
1278,9239996,9240203,9239996,9239996,9239789,9239996,9239996,14674890,14674890,14674895,14674890,14674890,14674886,14674890,-9830778,-9830778,-9830778,-9827864,-9830778,-9830778,-9833692,9239996,14675390,-9830778,0.923999607563,1.467538952827,-0.983077824116,
1279,9239437,9239644,9239437,9239437,9239230,9239437,9239437,14674969,14674969,14674974,14674969,14674969,14674964,14674969,-9831253,-9831252,-9831253,-9828338,-9831253,-9831253,-9834167,9239437,14674969,-9830253,0.923943698406,1.467496871948,-0.983025312424,
1280,9238878,9239085,9238878,9238878,9238671,9238878,9238878,14674991,14674991,14674996,14674991,14674991,14674986,14674991,-9831726,-9831726,-9831726,-9828812,-9831726,-9831726,-9834640,9238878,14674991,-9831726,0.923887789249,1.467499136925,-0.983172595501,
1281,9238319,9238526,9238319,9238319,9238112,9238319,9238319,14674997,14674997,14675002,14674997,14674997,14674992,14674997,-9832198,-9832198,-9832198,-9829284,-9832198,-9832198,-9835112,9238319,14674997,-9832198,0.923831880093,1.467499732971,-0.983219802380,
1282,9237760,9237967,9237760,9237760,9237553,9237760,9237760,14674999,14674999,14675004,14674999,14674999,14674994,14674999,-9832668,-9832668,-9832668,-9829754,-9832668,-9832668,-9835582,9237760,14674999,-9832668,0.923775970936,1.467499852180,-0.983266770840,
1283,9237202,9237409,9237202,9237202,9236995,9237202,9237202,14656970,14656970,14656975,14656970,14656970,14656965,14656970,-9833136,-9833136,-9833136,-9830222,-9833136,-9833136,-9836050,9237202,14656970,-9833136,0.923720180988,1.465697050095,-0.983313620090,
1284,9236645,9236852,9236645,9236645,9236438,9236645,9236645,14633913,14633913,14633918,14633913,14633913,14633908,14633913,-9833601,-9833601,-9833601,-9830687,-9833601,-9833601,-9836515,9236645,14633913,-9833601,0.923664510250,1.463391304016,-0.983360111713,
1285,9236088,9236295,9236088,9236088,9235881,9236088,9236088,14627485,14627485,14627490,14627485,14627485,14627480,14627485,-9834064,-9834064,-9834064,-9831150,-9834064,-9834064,-9836978,9236088,14627485,-9834064,0.923608779907,1.462748527527,-0.983406424522,
1286,9235530,9235737,9235530,9235530,9235323,9235530,9235530,14643722,14643722,14643727,14643722,14643722,14643717,14643722,-9834527,-9834527,-9834527,-9831613,-9834527,-9834527,-9837441,9235530,14643722,-9834527,0.923552989960,1.464372158051,-0.983452677727,
1287,9234970,9235177,9234970,9234970,9234763,9234970,9234970,14666279,14666279,14666284,14666279,14666279,14666274,14666279,-9834989,-9834989,-9834989,-9832075,-9834989,-9834989,-9837903,9234970,14666279,-9834989,0.923497021198,1.466627955437,-0.983498871326,
1288,9234411,9234618,9234411,9234411,9234204,9234411,9234411,14672568,14672568,14672573,14672568,14672568,14672563,14672568,-9835449,-9835449,-9835449,-9832535,-9835449,-9835449,-9838363,9234411,14672568,-9835449,0.923441112041,1.467256784439,-0.983544886112,
1289,9233852,9234059,9233852,9233852,9233645,9233852,9233852,14674322,14674322,14674326,14674322,14674322,14674317,14674322,-9835907,-9835907,-9835907,-9832993,-9835907,-9835907,-9838821,9233852,14673822,-9835907,0.923385202885,1.467382192612,-0.983590722084,
1290,9233294,9233501,9233294,9233294,9233087,9233294,9233294,14638751,14638751,14638756,14638751,14638751,14638746,14638751,-9836363,-9836363,-9836363,-9833449,-9836363,-9836363,-9839277,9233294,14638751,-9836363,0.923329412937,1.463875055313,-0.983636319637,
1291,9232737,9232944,9232737,9232737,9232530,9232737,9232737,14628834,14628834,14628839,14628834,14628834,14628829,14628834,-9836817,-9836816,-9836817,-9833902,-9836817,-9836817,-9839731,9232737,14628834,-9835817,0.923273682594,1.462883353233,-0.983581721783,
1292,9232178,9232385,9232178,9232178,9231971,9232178,9232178,14662128,14662128,14662133,14662128,14662128,14662123,14662128,-9837271,-9837271,-9837271,-9834357,-9837271,-9837271,-9840185,9232178,14662128,-9837271,0.923217773438,1.466212749481,-0.983727097511,
1293,9231618,9231825,9231618,9231618,9231411,9231618,9231618,14671411,14671411,14671416,14671411,14671411,14671406,14671411,-9837723,-9837723,-9837723,-9834809,-9837723,-9837723,-9840637,9231618,14671411,-9837723,0.923161804676,1.467141151428,-0.983772277832,
1294,9231059,9231266,9231059,9231059,9230852,9231059,9231059,14673999,14673999,14674004,14673999,14673999,14673994,14673999,-9838175,-9838175,-9838175,-9835261,-9838175,-9838175,-9841089,9231059,14673999,-9838175,0.923105895519,1.467399954796,-0.983817517757,
1295,9230500,9230707,9230500,9230500,9230293,9230500,9230500,14674721,14674721,14674725,14674721,14674721,14674716,14674721,-9838625,-9838625,-9838625,-9835711,-9838625,-9838625,-9841539,9230500,14674221,-9838625,0.923049986362,1.467422127724,-0.983862519264,
1296,9229941,9230148,9229941,9229941,9229734,9229941,9229941,14674922,14674922,14674927,14674922,14674922,14674917,14674922,-9839073,-9839073,-9839073,-9836159,-9839073,-9839073,-9841987,9229941,14674922,-9839073,0.922994077206,1.467492222786,-0.983907282352,
1297,9229383,9229590,9229383,9229383,9229176,9229383,9229383,14638919,14638919,14638924,14638919,14638919,14638914,14638919,-9839518,-9839518,-9839518,-9836604,-9839518,-9839518,-9842432,9229383,14638919,-9839518,0.922938287258,1.463891863823,-0.983951807022,
1298,9228826,9229033,9228826,9228826,9228619,9228826,9228826,14628880,14628880,14628885,14628880,14628880,14628875,14628880,-9839962,-9839962,-9839962,-9837048,-9839962,-9839962,-9842876,9228826,14628880,-9839962,0.922882616520,1.462888002396,-0.983996212482,
1299,9228267,9228474,9228267,9228267,9228060,9228267,9228267,14662141,14662141,14662146,14662141,14662141,14662136,14662141,-9840406,-9840406,-9840406,-9837492,-9840406,-9840406,-9843320,9228267,14662141,-9840406,0.922826707363,1.466214060783,-0.984040617943,
