test_circle,input 1,input 2,input 3,input 4,input 5,input 6,input 7,input 8,input 9,input 10,input 11,input 12,input 13,input 14,input 15,input 16,input 17,input 18,input 19,input 20,input 21,summation 1, summation 2, summation 3,result 1, result 2, result 3
805,9504730,9504937,9504730,9504730,9504523,9504730,9504730,14800511,14800511,14800516,14800511,14800511,14800506,14800511,-9286896,-9286896,-9286896,-9283982,-9286896,-9286896,-9289810,9504730,14800511,-9286896,0.950473010540,1.480051040649,-0.928689599037,
806,9504169,9504376,9504169,9504169,9503962,9504169,9504169,14800142,14800142,14800147,14800142,14800142,14800137,14800142,-9289176,-9289176,-9289176,-9286262,-9289176,-9289176,-9292090,9504169,14800142,-9289176,0.950416922569,1.480014204979,-0.928917586803,
807,9503608,9503815,9503608,9503608,9503401,9503608,9503608,14800039,14800039,14800044,14800039,14800039,14800034,14800039,-9291448,-9291448,-9291448,-9288534,-9291448,-9291448,-9294362,9503608,14800039,-9291448,0.950360774994,1.480003952980,-0.929144799709,
808,9503048,9503255,9503048,9503048,9502841,9503048,9503048,14800011,14800011,14800015,14800011,14800011,14800006,14800011,-9293712,-9293712,-9293712,-9290798,-9293712,-9293712,-9296626,9503048,14799511,-9293712,0.950304806232,1.479951143265,-0.929371178150,
809,9502486,9502693,9502486,9502486,9502279,9502486,9502486,14818032,14818032,14818037,14818032,14818032,14818027,14818032,-9295972,-9295972,-9295972,-9293058,-9295972,-9295972,-9298886,9502486,14818032,-9295972,0.950248599052,1.481803178787,-0.929597198963,
810,9501924,9502131,9501924,9501924,9501717,9501924,9501924,14823057,14823057,14823062,14823057,14823057,14823052,14823057,-9298224,-9298224,-9298224,-9295310,-9298224,-9298224,-9301138,9501924,14823057,-9298224,0.950192391872,1.482305645943,-0.929822385311,
811,9501363,9501570,9501363,9501363,9501156,9501363,9501363,14806428,14806428,14806433,14806428,14806428,14806423,14806428,-9300466,-9300465,-9300466,-9297552,-9300466,-9300466,-9303379,9501363,14806428,-9299466,0.950136303902,1.480642795563,-0.929946601391,
812,9500801,9501008,9500801,9500801,9500594,9500801,9500801,14819822,14819822,14819826,14819822,14819822,14819817,14819822,-9302703,-9302703,-9302703,-9299789,-9302703,-9302703,-9305617,9500801,14819322,-9302703,0.950080096722,1.481932163239,-0.930270314217,
813,9500240,9500447,9500240,9500240,9500033,9500240,9500240,14805526,14805526,14805531,14805526,14805526,14805521,14805526,-9304929,-9304929,-9304929,-9302016,-9304930,-9304929,-9307843,9500240,14805526,-9305929,0.950024008751,1.480552554131,-0.930592894554,
814,9499678,9499885,9499678,9499678,9499471,9499678,9499678,14819570,14819570,14819575,14819570,14819570,14819565,14819570,-9307152,-9307152,-9307152,-9304238,-9307152,-9307152,-9310066,9499678,14819570,-9307152,0.949967801571,1.481956958771,-0.930715203285,
815,9499116,9499323,9499116,9499116,9498909,9499116,9499116,14823486,14823486,14823491,14823486,14823486,14823481,14823486,-9309368,-9309368,-9309368,-9306454,-9309368,-9309368,-9312282,9499116,14823486,-9309368,0.949911594391,1.482348561287,-0.930936813354,
816,9498556,9498763,9498556,9498556,9498349,9498556,9498556,14788518,14788518,14788523,14788518,14788518,14788513,14788518,-9311568,-9311568,-9311568,-9308654,-9311568,-9311568,-9314482,9498556,14788518,-9311568,0.949855625629,1.478851795197,-0.931156814098,
817,9497995,9498202,9497995,9497995,9497788,9497995,9497995,14796798,14796798,14796803,14796798,14796798,14796793,14796798,-9313765,-9313765,-9313765,-9310851,-9313765,-9313765,-9316679,9497995,14796798,-9313765,0.949799478054,1.479679822922,-0.931376516819,
818,9497433,9497640,9497433,9497433,9497226,9497433,9497433,14817137,14817137,14817141,14817137,14817137,14817132,14817137,-9315958,-9315958,-9315958,-9313045,-9315958,-9315958,-9318872,9497433,14816637,-9316458,0.949743270874,1.481663703918,-0.931645810604,
819,9496873,9497080,9496873,9496873,9496666,9496873,9496873,14786748,14786748,14786753,14786748,14786748,14786743,14786748,-9318137,-9318137,-9318137,-9315223,-9318137,-9318137,-9321051,9496873,14786748,-9318137,0.949687302113,1.478674769402,-0.931813716888,
820,9496311,9496518,9496311,9496311,9496104,9496311,9496311,14796305,14796305,14796310,14796305,14796305,14796300,14796305,-9320312,-9320312,-9320312,-9317398,-9320312,-9320312,-9323226,9496311,14796305,-9320312,0.949631094933,1.479630470276,-0.932031214237,
821,9495751,9495958,9495751,9495751,9495544,9495751,9495751,14780940,14780940,14780945,14780940,14780940,14780935,14780940,-9322477,-9322477,-9322477,-9319563,-9322477,-9322477,-9325391,9495751,14780940,-9322477,0.949575126171,1.478093981743,-0.932247698307,
822,9495190,9495397,9495190,9495190,9494983,9495190,9495190,14794685,14794685,14794690,14794685,14794685,14794680,14794685,-9324638,-9324638,-9324638,-9321724,-9324638,-9324638,-9327552,9495190,14794685,-9324638,0.949518978596,1.479468464851,-0.932463824749,
823,9494629,9494836,9494629,9494629,9494422,9494629,9494629,14798518,14798518,14798523,14798518,14798518,14798513,14798518,-9326791,-9326791,-9326791,-9323878,-9326791,-9326791,-9329705,9494629,14798518,-9327291,0.949462890625,1.479851841927,-0.932729125023,
824,9494067,9494274,9494067,9494067,9493860,9494067,9494067,14817616,14817616,14817621,14817616,14817616,14817611,14817616,-9328942,-9328942,-9328942,-9326028,-9328942,-9328942,-9331856,9494067,14817616,-9328942,0.949406683445,1.481761574745,-0.932894170284,
825,9493507,9493714,9493507,9493507,9493300,9493507,9493507,14786882,14786882,14786887,14786882,14786882,14786877,14786882,-9331078,-9331078,-9331078,-9328164,-9331078,-9331078,-9333992,9493507,14786882,-9331078,0.949350714684,1.478688240051,-0.933107793331,
826,9492947,9493154,9492947,9492947,9492740,9492947,9492947,14778312,14778312,14778317,14778312,14778312,14778308,14778312,-9333207,-9333207,-9333207,-9330293,-9333207,-9333207,-9336121,9492947,14778812,-9333207,0.949294686317,1.477881193161,-0.933320701122,
827,9492386,9492593,9492386,9492386,9492179,9492386,9492386,14793953,14793953,14793958,14793953,14793953,14793948,14793953,-9335333,-9335333,-9335333,-9332419,-9335333,-9335333,-9338247,9492386,14793953,-9335333,0.949238598347,1.479395270348,-0.933533310890,
828,9491826,9492033,9491826,9491826,9491619,9491826,9491826,14780284,14780284,14780289,14780284,14780284,14780279,14780284,-9337448,-9337448,-9337448,-9334534,-9337448,-9337448,-9340362,9491826,14780284,-9337448,0.949182629585,1.478028416634,-0.933744788170,
829,9491266,9491473,9491266,9491266,9491059,9491266,9491266,14776473,14776473,14776478,14776473,14776473,14776468,14776473,-9339556,-9339556,-9339556,-9336642,-9339556,-9339556,-9342470,9491266,14776473,-9339556,0.949126601219,1.477647304535,-0.933955609798,
830,9490705,9490912,9490705,9490705,9490498,9490705,9490705,14793440,14793440,14793445,14793440,14793440,14793435,14793440,-9341660,-9341660,-9341660,-9338746,-9341660,-9341660,-9344574,9490705,14793440,-9341660,0.949070513248,1.479344010353,-0.934166014194,
831,9490145,9490352,9490145,9490145,9489938,9490145,9490145,14762111,14762111,14762116,14762111,14762111,14762107,14762111,-9343751,-9343751,-9343751,-9340837,-9343751,-9343751,-9346665,9490145,14762611,-9343751,0.949014484882,1.476261138916,-0.934375107288,
832,9489584,9489791,9489584,9489584,9489377,9489584,9489584,14789436,14789436,14789441,14789436,14789436,14789431,14789436,-9345842,-9345842,-9345842,-9342928,-9345842,-9345842,-9348756,9489584,14789436,-9345842,0.948958396912,1.478943586349,-0.934584200382,
833,9489023,9489230,9489023,9489023,9488816,9489023,9489023,14797054,14797054,14797059,14797054,14797054,14797049,14797054,-9347926,-9347926,-9347926,-9345012,-9347926,-9347926,-9350840,9489023,14797054,-9347926,0.948902308941,1.479705452919,-0.934792578220,
834,9488463,9488670,9488463,9488463,9488256,9488463,9488463,14781149,14781149,14781154,14781149,14781149,14781144,14781149,-9350000,-9350000,-9350000,-9347086,-9350000,-9350000,-9352914,9488463,14781149,-9350000,0.948846280575,1.478114843369,-0.935000002384,
835,9487904,9488111,9487904,9487904,9487697,9487904,9487904,14758684,14758684,14758689,14758684,14758684,14758680,14758684,-9352063,-9352063,-9352063,-9349149,-9352063,-9352063,-9354977,9487904,14759184,-9352063,0.948790371418,1.475918412209,-0.935206294060,
836,9487343,9487550,9487343,9487343,9487136,9487343,9487343,14788480,14788480,14788485,14788480,14788480,14788475,14788480,-9354126,-9354126,-9354126,-9351212,-9354126,-9354126,-9357040,9487343,14788480,-9354126,0.948734283447,1.478847980499,-0.935412585735,
837,9486783,9486990,9486783,9486783,9486576,9486783,9486783,14778758,14778758,14778763,14778758,14778758,14778753,14778758,-9356180,-9356180,-9356180,-9353266,-9356180,-9356180,-9359093,9486783,14778758,-9355680,0.948678314686,1.477875828743,-0.935567975044,
838,9486224,9486431,9486224,9486224,9486017,9486224,9486224,14758018,14758018,14758023,14758018,14758018,14758013,14758018,-9358222,-9358222,-9358222,-9355308,-9358222,-9358222,-9361136,9486224,14758018,-9358222,0.948622405529,1.475801825523,-0.935822188854,
839,9485664,9485871,9485664,9485664,9485457,9485664,9485664,14752235,14752235,14752240,14752235,14752235,14752230,14752235,-9360257,-9360257,-9360257,-9357343,-9360257,-9360257,-9363171,9485664,14752235,-9360257,0.948566377163,1.475223541260,-0.936025679111,
840,9485104,9485311,9485104,9485104,9484897,9485104,9485104,14768652,14768652,14768657,14768652,14768652,14768648,14768652,-9362290,-9362290,-9362290,-9359376,-9362290,-9362290,-9365204,9485104,14769152,-9362290,0.948510408401,1.476915240288,-0.936228990555,
841,9484544,9484751,9484544,9484544,9484337,9484544,9484544,14755200,14755200,14755205,14755200,14755200,14755195,14755200,-9364312,-9364312,-9364312,-9361398,-9364312,-9364312,-9367226,9484544,14755200,-9364312,0.948454380035,1.475520014763,-0.936431229115,
842,9483982,9484189,9483982,9483982,9483775,9483982,9483982,14805538,14805538,14805543,14805538,14805538,14805533,14805538,-9366338,-9366338,-9366338,-9363424,-9366338,-9366338,-9369252,9483982,14805538,-9366338,0.948398172855,1.480553746223,-0.936633825302,
843,9483423,9483630,9483423,9483423,9483216,9483423,9483423,14765485,14765485,14765490,14765485,14765485,14765480,14765485,-9368346,-9368346,-9368346,-9365433,-9368347,-9368346,-9371260,9483423,14765485,-9369346,0.948342323303,1.476548552513,-0.936934590340,
844,9482862,9483069,9482862,9482862,9482655,9482862,9482862,14772347,14772347,14772351,14772347,14772347,14772342,14772347,-9370352,-9370352,-9370352,-9367438,-9370352,-9370352,-9373266,9482862,14771847,-9370352,0.948286175728,1.477184653282,-0.937035202980,
845,9482303,9482510,9482303,9482303,9482095,9482303,9482303,14756230,14756230,14756235,14756230,14756230,14756225,14756230,-9372347,-9372347,-9372347,-9369433,-9372347,-9372347,-9375261,9481803,14756230,-9372347,0.948180317879,1.475623011589,-0.937234699726,
846,9481743,9481950,9481743,9481743,9481536,9481743,9481743,14751737,14751737,14751742,14751737,14751737,14751732,14751737,-9374336,-9374336,-9374336,-9371422,-9374336,-9374336,-9377250,9481743,14751737,-9374336,0.948174297810,1.475173711777,-0.937433600426,
847,9481183,9481390,9481183,9481183,9480976,9481183,9481183,14750484,14750484,14750489,14750484,14750484,14750479,14750484,-9376318,-9376318,-9376318,-9373404,-9376318,-9376318,-9379232,9481183,14750484,-9376318,0.948118329048,1.475048422813,-0.937631785870,
848,9480624,9480831,9480624,9480624,9480417,9480624,9480624,14750135,14750135,14750139,14750135,14750135,14750130,14750135,-9378294,-9378294,-9378294,-9375380,-9378294,-9378294,-9381208,9480624,14749635,-9378294,0.948062419891,1.474963545799,-0.937829375267,
849,9480063,9480270,9480063,9480063,9479856,9480063,9480063,14768067,14768067,14768072,14768067,14768067,14768062,14768067,-9380266,-9380266,-9380266,-9377353,-9380267,-9380266,-9383180,9480063,14768067,-9381266,0.948006272316,1.476806640625,-0.938126623631,
850,9479504,9479711,9479504,9479504,9479297,9479504,9479504,14755037,14755037,14755042,14755037,14755037,14755032,14755037,-9382229,-9382229,-9382229,-9379315,-9382229,-9382229,-9385143,9479504,14755037,-9382229,0.947950422764,1.475503683090,-0.938222885132,
851,9478944,9479151,9478944,9478944,9478737,9478944,9478944,14751404,14751404,14751409,14751404,14751404,14751399,14751404,-9384186,-9384186,-9384186,-9381272,-9384186,-9384186,-9387100,9478944,14751404,-9384186,0.947894394398,1.475140452385,-0.938418626785,
852,9478385,9478592,9478385,9478385,9478178,9478385,9478385,14750391,14750391,14750396,14750391,14750391,14750386,14750391,-9386136,-9386135,-9386136,-9383222,-9386136,-9386136,-9389050,9478385,14750391,-9385636,0.947838485241,1.475039124489,-0.938563585281,
853,9477825,9478032,9477825,9477825,9477618,9477825,9477825,14750109,14750109,14750114,14750109,14750109,14750104,14750109,-9388079,-9388079,-9388079,-9385165,-9388079,-9388079,-9390993,9477825,14750109,-9388079,0.947782516479,1.475010871887,-0.938807904720,
854,9477265,9477472,9477265,9477265,9477058,9477265,9477265,14768060,14768060,14768064,14768060,14768060,14768055,14768060,-9390020,-9390020,-9390020,-9387106,-9390020,-9390020,-9392934,9477265,14767560,-9390020,0.947726488113,1.476755976677,-0.939001977444,
855,9476704,9476911,9476704,9476704,9476497,9476704,9476704,14773065,14773065,14773069,14773065,14773065,14773060,14773065,-9391954,-9391954,-9391954,-9389040,-9391954,-9391954,-9394868,9476704,14772565,-9391954,0.947670400143,1.477256536484,-0.939195394516,
856,9476145,9476352,9476145,9476145,9475938,9476145,9476145,14756430,14756430,14756435,14756430,14756430,14756426,14756430,-9393878,-9393878,-9393878,-9390964,-9393878,-9393878,-9396792,9476145,14756930,-9393878,0.947614490986,1.475692987442,-0.939387798309,
857,9475585,9475792,9475585,9475585,9475378,9475585,9475585,14769822,14769822,14769827,14769822,14769822,14769817,14769822,-9395800,-9395800,-9395800,-9392886,-9395800,-9395800,-9398714,9475585,14769822,-9395800,0.947558522224,1.476982235909,-0.939580023289,
858,9475025,9475232,9475025,9475025,9474818,9475025,9475025,14755526,14755526,14755531,14755526,14755526,14755521,14755526,-9397712,-9397712,-9397712,-9394798,-9397712,-9397712,-9400626,9475025,14755526,-9397712,0.947502493858,1.475552558899,-0.939771175385,
859,9474465,9474672,9474465,9474465,9474258,9474465,9474465,14769570,14769570,14769575,14769570,14769570,14769565,14769570,-9399621,-9399621,-9399621,-9396707,-9399621,-9399621,-9402535,9474465,14769570,-9399621,0.947446525097,1.476956963539,-0.939962089062,
860,9473905,9474112,9473905,9473905,9473698,9473905,9473905,14755456,14755456,14755461,14755456,14755456,14755451,14755456,-9401520,-9401520,-9401520,-9398606,-9401520,-9401520,-9404434,9473905,14755456,-9401520,0.947390496731,1.475545644760,-0.940151989460,
861,9473345,9473552,9473345,9473345,9473138,9473345,9473345,14769550,14769550,14769555,14769550,14769550,14769546,14769550,-9403417,-9403417,-9403417,-9400503,-9403417,-9403417,-9406331,9473345,14770050,-9403417,0.947334527969,1.477005004883,-0.940341711044,
862,9472786,9472993,9472786,9472786,9472579,9472786,9472786,14737421,14737421,14737426,14737421,14737421,14737416,14737421,-9405300,-9405300,-9405300,-9402387,-9405301,-9405300,-9408214,9472786,14737421,-9406300,0.947278618813,1.473742127419,-0.940630018711,
863,9472226,9472433,9472226,9472226,9472019,9472226,9472226,14764522,14764522,14764527,14764522,14764522,14764517,14764522,-9407185,-9407184,-9407185,-9404271,-9407185,-9407185,-9410098,9472226,14764522,-9406185,0.947222590446,1.476452231407,-0.940618515015,
864,9471666,9471873,9471666,9471666,9471459,9471666,9471666,14772078,14772078,14772083,14772078,14772078,14772073,14772078,-9409062,-9409062,-9409062,-9406149,-9409063,-9409062,-9411976,9471666,14772078,-9410062,0.947166621685,1.477207779884,-0.941006183624,
865,9471106,9471313,9471106,9471106,9470899,9471106,9471106,14756155,14756155,14756160,14756155,14756155,14756151,14756155,-9410931,-9410931,-9410931,-9408017,-9410931,-9410931,-9413845,9471106,14756655,-9410931,0.947110593319,1.475665450096,-0.941093087196,
866,9470546,9470753,9470546,9470546,9470339,9470546,9470546,14769745,14769745,14769750,14769745,14769745,14769741,14769745,-9412797,-9412797,-9412797,-9409883,-9412797,-9412797,-9415711,9470546,14770245,-9412797,0.947054624557,1.477024555206,-0.941279709339,
867,9469986,9470193,9469986,9469986,9469779,9469986,9469986,14773535,14773535,14773539,14773535,14773535,14773530,14773535,-9414656,-9414656,-9414656,-9411742,-9414656,-9414656,-9417570,9469986,14773035,-9414656,0.946998596191,1.477303504944,-0.941465616226,
868,9469426,9469633,9469426,9469426,9469219,9469426,9469426,14756561,14756561,14756566,14756561,14756561,14756557,14756561,-9416506,-9416506,-9416506,-9413592,-9416506,-9416506,-9419420,9469426,14757061,-9416506,0.946942627430,1.475706100464,-0.941650629044,
869,9468867,9469074,9468867,9468867,9468660,9468867,9468867,14751829,14751829,14751834,14751829,14751829,14751824,14751829,-9418350,-9418350,-9418350,-9415436,-9418350,-9418350,-9421264,9468867,14751829,-9418350,0.946886718273,1.475182890892,-0.941834986210,
870,9468306,9468513,9468306,9468306,9468099,9468306,9468306,14768539,14768539,14768544,14768539,14768539,14768534,14768539,-9420192,-9420192,-9420192,-9417278,-9420192,-9420192,-9423106,9468306,14768539,-9420192,0.946830570698,1.476853847504,-0.942019224167,
871,9467747,9467954,9467747,9467747,9467540,9467747,9467747,14755169,14755169,14755174,14755169,14755169,14755164,14755169,-9422024,-9422024,-9422024,-9419110,-9422024,-9422024,-9424938,9467747,14755169,-9422024,0.946774721146,1.475516915321,-0.942202389240,
872,9467187,9467394,9467187,9467187,9466980,9467187,9467187,14751441,14751441,14751446,14751441,14751441,14751436,14751441,-9423849,-9423849,-9423849,-9420935,-9423849,-9423849,-9426763,9467187,14751441,-9423849,0.946718692780,1.475144147873,-0.942384898663,
873,9466627,9466834,9466627,9466627,9466420,9466627,9466627,14768431,14768431,14768436,14768431,14768431,14768426,14768431,-9425672,-9425672,-9425672,-9422758,-9425672,-9425672,-9428586,9466627,14768431,-9425672,0.946662724018,1.476843118668,-0.942567229271,
874,9466067,9466274,9466067,9466067,9465860,9466067,9466067,14773168,14773168,14773173,14773168,14773168,14773163,14773168,-9427489,-9427489,-9427489,-9424575,-9427489,-9427489,-9430403,9466067,14773168,-9427489,0.946606695652,1.477316856384,-0.942748904228,
875,9465506,9465713,9465506,9465506,9465299,9465506,9465506,14774489,14774489,14774494,14774489,14774489,14774484,14774489,-9429299,-9429299,-9429299,-9426385,-9429299,-9429299,-9432213,9465506,14774489,-9429299,0.946550607681,1.477448940277,-0.942929923534,
876,9464947,9465154,9464947,9464947,9464740,9464947,9464947,14756828,14756828,14756832,14756828,14756828,14756823,14756828,-9431102,-9431102,-9431102,-9428188,-9431102,-9431102,-9434016,9464947,14756328,-9431102,0.946494698524,1.475632786751,-0.943110227585,
877,9464386,9464593,9464386,9464386,9464179,9464386,9464386,14769933,14769933,14769938,14769933,14769933,14769928,14769933,-9432901,-9432901,-9432901,-9429987,-9432901,-9432901,-9435815,9464386,14769933,-9432901,0.946438610554,1.476993322372,-0.943290114403,
878,9463826,9464033,9463826,9463826,9463619,9463826,9463826,14773587,14773587,14773592,14773587,14773587,14773582,14773587,-9434695,-9434695,-9434695,-9431781,-9434695,-9434695,-9437609,9463826,14773587,-9434695,0.946382582188,1.477358698845,-0.943469524384,
879,9463265,9463472,9463265,9463265,9463058,9463265,9463265,14792635,14792635,14792640,14792635,14792635,14792630,14792635,-9436484,-9436484,-9436484,-9433570,-9436484,-9436484,-9439398,9463265,14792635,-9436484,0.946326494217,1.479263544083,-0.943648397923,
880,9462705,9462912,9462705,9462705,9462498,9462705,9462705,14761887,14761887,14761892,14761887,14761887,14761882,14761887,-9438262,-9438262,-9438262,-9435348,-9438262,-9438262,-9441176,9462705,14761887,-9438262,0.946270525455,1.476188659668,-0.943826198578,
881,9462144,9462351,9462144,9462144,9461937,9462144,9462144,14771344,14771344,14771348,14771344,14771344,14771339,14771344,-9440037,-9440037,-9440037,-9437123,-9440037,-9440037,-9442951,9462144,14770844,-9440037,0.946214377880,1.477084398270,-0.944003701210,
882,9461584,9461791,9461584,9461584,9461377,9461584,9461584,14773980,14773980,14773985,14773980,14773980,14773975,14773980,-9441806,-9441806,-9441806,-9438892,-9441806,-9441806,-9444720,9461584,14773980,-9441806,0.946158409119,1.477398037910,-0.944180607796,
883,9461024,9461231,9461024,9461024,9460817,9461024,9461024,14756686,14756686,14756691,14756686,14756686,14756681,14756686,-9443566,-9443566,-9443566,-9440652,-9443566,-9443566,-9446480,9461024,14756686,-9443566,0.946102380753,1.475668549538,-0.944356620312,
884,9460464,9460671,9460464,9460464,9460257,9460464,9460464,14769893,14769893,14769898,14769893,14769893,14769888,14769893,-9445324,-9445324,-9445324,-9442410,-9445324,-9445324,-9448238,9460464,14769893,-9445324,0.946046411991,1.476989269257,-0.944532394409,
885,9459903,9460110,9459903,9459903,9459696,9459903,9459903,14773576,14773576,14773581,14773576,14773576,14773571,14773576,-9447075,-9447075,-9447075,-9444161,-9447075,-9447075,-9449989,9459903,14773576,-9447075,0.945990324020,1.477357625961,-0.944707512856,
886,9459343,9459550,9459343,9459343,9459136,9459343,9459343,14756573,14756573,14756578,14756573,14756573,14756568,14756573,-9448818,-9448818,-9448818,-9445904,-9448818,-9448818,-9451732,9459343,14756573,-9448818,0.945934295654,1.475657343864,-0.944881796837,
887,9458783,9458990,9458783,9458783,9458576,9458783,9458783,14769862,14769862,14769867,14769862,14769862,14769857,14769862,-9450558,-9450558,-9450558,-9447645,-9450559,-9450558,-9453472,9458783,14769862,-9451558,0.945878326893,1.476986169815,-0.945155799389,
888,9458220,9458427,9458220,9458220,9458013,9458220,9458220,14809626,14809626,14809631,14809626,14809626,14809621,14809626,-9452299,-9452299,-9452299,-9449385,-9452299,-9452299,-9455213,9458220,14809626,-9452299,0.945822000504,1.480962634087,-0.945229887962,
889,9457661,9457868,9457661,9457661,9457454,9457661,9457661,14766624,14766624,14766629,14766624,14766624,14766620,14766624,-9454025,-9454025,-9454025,-9451111,-9454025,-9454025,-9456939,9457661,14767124,-9454025,0.945766091347,1.476712346077,-0.945402503014,
890,9457101,9457308,9457101,9457101,9456894,9457101,9457101,14754635,14754635,14754640,14754635,14754635,14754630,14754635,-9455745,-9455745,-9455745,-9452831,-9455745,-9455745,-9458659,9457101,14754635,-9455745,0.945710122585,1.475463509560,-0.945574522018,
891,9456540,9456747,9456540,9456540,9456333,9456540,9456540,14787351,14787351,14787356,14787351,14787351,14787346,14787351,-9457466,-9457466,-9457466,-9454552,-9457466,-9457466,-9460380,9456540,14787351,-9457466,0.945653975010,1.478735089302,-0.945746600628,
892,9455980,9456187,9455980,9455980,9455773,9455980,9455980,14760414,14760414,14760419,14760414,14760414,14760409,14760414,-9459175,-9459175,-9459175,-9456261,-9459175,-9459175,-9462089,9455980,14760414,-9459175,0.945598006248,1.476041436195,-0.945917487144,
893,9455420,9455627,9455420,9455420,9455213,9455420,9455420,14770933,14770933,14770938,14770933,14770933,14770928,14770933,-9460881,-9460881,-9460881,-9457967,-9460881,-9460881,-9463795,9455420,14770933,-9460881,0.945541977882,1.477093338966,-0.946088075638,
894,9454858,9455065,9454858,9454858,9454651,9454858,9454858,14791895,14791895,14791900,14791895,14791895,14791890,14791895,-9462585,-9462585,-9462585,-9459671,-9462585,-9462585,-9465499,9454858,14791895,-9462585,0.945485770702,1.479189515114,-0.946258485317,
895,9454298,9454505,9454298,9454298,9454091,9454298,9454298,14779710,14779710,14779715,14779710,14779710,14779705,14779710,-9464280,-9464280,-9464280,-9461366,-9464280,-9464280,-9467194,9454298,14779710,-9464280,0.945429801941,1.477970957756,-0.946428000927,
896,9453737,9453944,9453737,9453737,9453530,9453737,9453737,14776313,14776313,14776318,14776313,14776313,14776308,14776313,-9465970,-9465970,-9465970,-9463056,-9465970,-9465970,-9468884,9453737,14776313,-9465970,0.945373713970,1.477631330490,-0.946596980095,
897,9453178,9453385,9453178,9453178,9452971,9453178,9453178,14757336,14757336,14757341,14757336,14757336,14757331,14757336,-9467651,-9467651,-9467651,-9464737,-9467651,-9467651,-9470565,9453178,14757336,-9467651,0.945317804813,1.475733637810,-0.946765124798,
898,9452618,9452825,9452618,9452618,9452411,9452618,9452618,14752045,14752045,14752050,14752045,14752045,14752040,14752045,-9469326,-9469326,-9469326,-9466412,-9469326,-9469326,-9472240,9452618,14752045,-9469326,0.945261776447,1.475204467773,-0.946932613850,
899,9452058,9452265,9452058,9452058,9451851,9452058,9452058,14750570,14750570,14750575,14750570,14750570,14750565,14750570,-9470996,-9470996,-9470996,-9468082,-9470996,-9470996,-9473910,9452058,14750570,-9470996,0.945205807686,1.475057005882,-0.947099626064,
900,9451498,9451705,9451498,9451498,9451291,9451498,9451498,14768188,14768188,14768193,14768188,14768188,14768183,14768188,-9472664,-9472664,-9472664,-9469750,-9472664,-9472664,-9475578,9451498,14768188,-9472664,0.945149779320,1.476818799973,-0.947266399860,
901,9450937,9451144,9450937,9450937,9450730,9450937,9450937,14773100,14773100,14773105,14773100,14773100,14773095,14773100,-9474326,-9474326,-9474326,-9471412,-9474326,-9474326,-9477240,9450937,14773100,-9474326,0.945093691349,1.477309942245,-0.947432577610,
902,9450378,9450585,9450378,9450378,9450171,9450378,9450378,14756440,14756440,14756445,14756440,14756440,14756436,14756440,-9475979,-9475979,-9475979,-9473065,-9475979,-9475979,-9478893,9450378,14756940,-9475979,0.945037782192,1.475693941116,-0.947597920895,
903,9449818,9450025,9449818,9449818,9449611,9449818,9449818,14751795,14751795,14751800,14751795,14751795,14751790,14751795,-9477628,-9477628,-9477628,-9474714,-9477628,-9477628,-9480542,9449818,14751795,-9477628,0.944981813431,1.475179553032,-0.947762787342,
904,9449259,9449466,9449259,9449259,9449052,9449259,9449259,14732471,14732471,14732476,14732471,14732471,14732466,14732471,-9479267,-9479267,-9479267,-9476353,-9479267,-9479267,-9482181,9449259,14732471,-9479267,0.944925904274,1.473247051239,-0.947926700115,
905,9448700,9448907,9448700,9448700,9448493,9448700,9448700,14745112,14745112,14745117,14745112,14745112,14745107,14745112,-9480904,-9480904,-9480904,-9477990,-9480904,-9480904,-9483818,9448700,14745112,-9480904,0.944869995117,1.474511146545,-0.948090374470,
906,9448140,9448347,9448140,9448140,9447933,9448140,9448140,14748637,14748637,14748642,14748637,14748637,14748632,14748637,-9482536,-9482535,-9482536,-9479622,-9482536,-9482536,-9485449,9448140,14748637,-9481536,0.944814026356,1.474863648415,-0.948153614998,
907,9447580,9447787,9447580,9447580,9447373,9447580,9447580,14749620,14749620,14749624,14749620,14749620,14749615,14749620,-9484162,-9484162,-9484162,-9481248,-9484162,-9484162,-9487076,9447580,14749120,-9484162,0.944757997990,1.474912047386,-0.948416173458,
908,9447020,9447227,9447020,9447020,9446813,9447020,9447020,14767923,14767923,14767928,14767923,14767923,14767918,14767923,-9485786,-9485785,-9485786,-9482872,-9485786,-9485786,-9488699,9447020,14767923,-9484786,0.944702029228,1.476792335510,-0.948478579521,
909,9446460,9446667,9446460,9446460,9446253,9446460,9446460,14754997,14754997,14755002,14754997,14754997,14754992,14754997,-9487401,-9487401,-9487401,-9484487,-9487401,-9487401,-9490315,9446460,14754997,-9487401,0.944646000862,1.475499749184,-0.948740124702,
910,9445899,9446106,9445899,9445899,9445692,9445899,9445899,14769422,14769422,14769427,14769422,14769422,14769418,14769422,-9489014,-9489014,-9489014,-9486100,-9489014,-9489014,-9491928,9445899,14769922,-9489014,0.944589912891,1.476992249489,-0.948901414871,
911,9445339,9445546,9445339,9445339,9445132,9445339,9445339,14755415,14755415,14755420,14755415,14755415,14755410,14755415,-9490618,-9490618,-9490618,-9487704,-9490618,-9490618,-9493532,9445339,14755415,-9490618,0.944533884525,1.475541472435,-0.949061810970,
