test_circle,C 1,C 2,C 3,sigma_points 1,sigma_points 2,sigma_points 3,sigma_points 4,sigma_points 5,sigma_points 6,sigma_points 7,sigma_points 8,sigma_points 9,sigma_points 10,sigma_points 11,sigma_points 12,sigma_points 13,sigma_points 14,sigma_points 15,sigma_points 16,sigma_points 17,sigma_points 18,sigma_points 19,sigma_points 20,sigma_points 21,D 1,D 2,observer 1,observer 2,normalized sigma_measurement 1,normalized sigma_measurement 2,normalized sigma_measurement 3,normalized sigma_measurement 4,normalized sigma_measurement 5,normalized sigma_measurement 6,normalized sigma_measurement 7,
631,4322247,-30300,-61999,948683,948704,948683,948683,948663,948683,948683,1488950,1488950,1488952,1488950,1488950,1488948,1488950,-922351,-922351,-922361,-922059,-922352,-922341,-922643,-82000,-2499,1490000,1000000,3987833,3987923,3987833,3987814,3987746,3987832,3987851,
632,4323076,-30300,-61999,948474,948494,948474,948474,948453,948474,948474,1489515,1489515,1489517,1489515,1489514,1489512,1489515,-922776,-922776,-922773,-922484,-922776,-922779,-923068,-82000,-2499,1490000,1000000,3987725,3987811,3987724,3987707,3987634,3987725,3987743,
633,4322775,-30300,-61999,948550,948570,948550,948550,948530,948550,948550,1489647,1489647,1489648,1489647,1489646,1489646,1489647,-923130,-923130,-923131,-922838,-923130,-923128,-923422,-82000,-2499,1490000,1000000,3987785,3987872,3987785,3987767,3987699,3987785,3987803,
634,4323255,-30300,-61999,948429,948449,948429,948429,948408,948429,948429,1489708,1489708,1489711,1489708,1489709,1489706,1489708,-923357,-923357,-923354,-923065,-923357,-923360,-923649,-82000,-2499,1490000,1000000,3987730,3987816,3987730,3987711,3987639,3987730,3987748,
635,4323774,-30300,-61999,948297,948318,948297,948297,948277,948297,948297,1489800,1489800,1489802,1489800,1489801,1489798,1489800,-923818,-923818,-923818,-923526,-923818,-923819,-924111,-82000,-2499,1490000,1000000,3987678,3987768,3987677,3987659,3987591,3987678,3987696,
636,4324178,-30300,-61999,948195,948216,948195,948195,948175,948195,948195,1490426,1490427,1490440,1490426,1490426,1490412,1490426,-923978,-923978,-923982,-923686,-923978,-923974,-924270,-82000,-2499,1487499,1000000,3987816,3987907,3987815,3987797,3987729,3987816,3987834,
637,4325008,-30300,-61999,947985,948006,947985,947985,947965,947985,947985,1489368,1489369,1489375,1489368,1489367,1489360,1489368,-924276,-924276,-924277,-923984,-924276,-924275,-924568,-82000,-2499,1487499,1000000,3987745,3987836,3987745,3987727,3987658,3987745,3987763,
638,4324706,-30300,-61999,948062,948082,948062,948062,948041,948062,948062,1488329,1488331,1488334,1488329,1488328,1488324,1488329,-924526,-924526,-924524,-924234,-924526,-924528,-924818,-82000,-2499,1487499,1000000,3987838,3987925,3987838,3987820,3987748,3987838,3987857,
639,4324706,-30300,-61999,948062,948082,948062,948062,948041,948062,948062,1487778,1487779,1487781,1487778,1487778,1487776,1487778,-925080,-925079,-925088,-924788,-925080,-925072,-925372,-82000,-2499,1487499,1000000,3987890,3987976,3987890,3987871,3987799,3987889,3987908,
640,4324951,-30300,-61999,948000,948021,948000,948000,947979,948000,948000,1488044,1488044,1488056,1488044,1488044,1488033,1488044,-925574,-925574,-925568,-925281,-925574,-925579,-925866,-82000,-2499,1490000,1000000,3987671,3987761,3987670,3987653,3987580,3987672,3987689,
641,4324914,-30300,-61999,948009,948030,948009,948009,947989,948009,948009,1488833,1488834,1488836,1488833,1488833,1488831,1488833,-926044,-926044,-926045,-925752,-926045,-926044,-926337,-82000,-2499,1487499,1000000,3987885,3987976,3987886,3987868,3987799,3987885,3987904,
642,4324510,-30300,-61999,948111,948132,948111,948111,948091,948111,948111,1488612,1488609,1488623,1488612,1488614,1488600,1488612,-926435,-926435,-926433,-926143,-926436,-926437,-926727,-82000,-2499,1490000,1000000,3987769,3987860,3987769,3987751,3987682,3987770,3987787,
643,4325247,-30300,-61999,947925,947945,947925,947925,947905,947925,947925,1489073,1489072,1489078,1489073,1489075,1489068,1489073,-926611,-926611,-926606,-926319,-926612,-926617,-926903,-82000,-2499,1487499,1000000,3987865,3987952,3987865,3987847,3987779,3987866,3987883,
644,4325951,-30300,-61999,947747,947768,947747,947747,947727,947747,947747,1488221,1488220,1488223,1488221,1488221,1488218,1488221,-926926,-926926,-926925,-926633,-926926,-926926,-927218,-82000,-2499,1487499,1000000,3987808,3987899,3987808,3987790,3987722,3987808,3987826,
645,4325717,-30300,-61999,947806,947827,947806,947806,947786,947806,947806,1487992,1487992,1487994,1487992,1487993,1487990,1487992,-926982,-926983,-926990,-926690,-926981,-926973,-927274,-82000,-2499,1487499,1000000,3987851,3987943,3987852,3987833,3987765,3987851,3987869,
646,4325745,-30300,-61999,947799,947820,947799,947799,947779,947799,947799,1487697,1487697,1487698,1487697,1487697,1487696,1487697,-927321,-927321,-927322,-927028,-927320,-927319,-927613,-82000,-2499,1490000,1000000,3987673,3987764,3987673,3987655,3987586,3987673,3987691,
647,4325897,-30300,-61999,947761,947782,947761,947761,947740,947761,947761,1488452,1488452,1488460,1488452,1488452,1488444,1488452,-927565,-927565,-927562,-927272,-927564,-927567,-927857,-82000,-2499,1487499,1000000,3987850,3987941,3987850,3987832,3987759,3987850,3987868,
648,4326375,-30300,-61999,947640,947661,947640,947640,947620,947640,947640,1488084,1488085,1488087,1488084,1488084,1488082,1488084,-928043,-928044,-928038,-927751,-928043,-928048,-928335,-82000,-2499,1487499,1000000,3987820,3987912,3987820,3987802,3987734,3987821,3987838,
649,4326442,-30300,-61999,947623,947644,947623,947623,947603,947623,947623,1487407,1487408,1487420,1487407,1487406,1487395,1487407,-928491,-928490,-928494,-928198,-928491,-928487,-928783,-82000,-2499,1487499,1000000,3987859,3987950,3987859,3987841,3987772,3987859,3987877,
650,4326110,-30300,-61999,947707,947728,947707,947707,947687,947707,947707,1487939,1487937,1487952,1487939,1487941,1487926,1487939,-928695,-928695,-928698,-928402,-928694,-928691,-928987,-82000,-2499,1482499,1000000,3988314,3988405,3988314,3988296,3988227,3988314,3988332,
651,4326110,-30300,-61999,947707,947728,947707,947707,947687,947707,947707,1487939,1487937,1487952,1487939,1487941,1487926,1487939,-928695,-928695,-928698,-928402,-928694,-928691,-928987,-82000,-2499,1482499,1000000,3988314,3988405,3988314,3988296,3988227,3988314,3988332,
652,4326602,-30300,-61999,947583,947604,947583,947583,947562,947583,947583,1485523,1485522,1485527,1485523,1485523,1485519,1485523,-929016,-929016,-929018,-928724,-929016,-929014,-929308,-82000,-2499,1485000,1000000,3988131,3988223,3988131,3988113,3988040,3988132,3988150,
653,4327099,-30300,-61999,947458,947478,947458,947458,947437,947458,947458,1485335,1485335,1485336,1485335,1485335,1485334,1485335,-929200,-929199,-929207,-928908,-929200,-929192,-929492,-82000,-2499,1485000,1000000,3988079,3988165,3988079,3988060,3987988,3988078,3988097,
654,4325976,-30300,-61999,947741,947760,947741,947741,947722,947741,947741,1485205,1485205,1485207,1485205,1485205,1485203,1485205,-929689,-929686,-929690,-929397,-929693,-929689,-929982,-82000,-2499,1487499,1000000,3988068,3988151,3988068,3988050,3987987,3988068,3988086,
655,4325420,-30300,-61999,947881,947901,947881,947881,947862,947881,947881,1486295,1486295,1486297,1486295,1486295,1486293,1486295,-929997,-929996,-929997,-929704,-929997,-929996,-930289,-82000,-2499,1490000,1000000,3987927,3988014,3987927,3987909,3987845,3987927,3987946,
656,4325443,-30300,-61999,947875,947896,947875,947875,947855,947875,947875,1488355,1488354,1488364,1488355,1488355,1488345,1488355,-930254,-930254,-930256,-929962,-930254,-930252,-930546,-82000,-2499,1482499,1000000,3988492,3988583,3988492,3988474,3988406,3988493,3988511,
657,4325174,-30300,-61999,947943,947964,947943,947943,947923,947943,947943,1485525,1485525,1485526,1485525,1485524,1485523,1485525,-930459,-930459,-930458,-930167,-930459,-930460,-930751,-82000,-2499,1485000,1000000,3988425,3988516,3988424,3988407,3988338,3988425,3988442,
658,4324531,-30300,-61999,948106,948126,948106,948106,948086,948106,948106,1484834,1484837,1484846,1484834,1484830,1484822,1484834,-930722,-930722,-930722,-930429,-930722,-930721,-931014,-82000,-2499,1482499,1000000,3988763,3988850,3988762,3988745,3988677,3988763,3988781,
659,4324529,-30300,-61999,948107,948127,948107,948107,948086,948107,948107,1483736,1483737,1483740,1483736,1483736,1483733,1483736,-931250,-931249,-931252,-930957,-931250,-931247,-931542,-82000,-2499,1485000,1000000,3988626,3988712,3988626,3988608,3988535,3988626,3988644,
660,4324666,-30300,-61999,948072,948092,948072,948072,948051,948072,948072,1484242,1484242,1484244,1484242,1484242,1484239,1484242,-931560,-931560,-931560,-931268,-931560,-931559,-931852,-82000,-2499,1485000,1000000,3988609,3988695,3988609,3988591,3988518,3988609,3988627,
661,4324946,-30300,-61999,948001,948022,948001,948001,947980,948001,948001,1484454,1484454,1484458,1484454,1484454,1484449,1484454,-931971,-931971,-931975,-931679,-931971,-931967,-932263,-82000,-2499,1485000,1000000,3988586,3988677,3988586,3988568,3988495,3988586,3988604,
662,4324735,-30300,-61999,948055,948075,948055,948055,948034,948055,948055,1484612,1484612,1484613,1484612,1484612,1484611,1484612,-932276,-932276,-932280,-931984,-932276,-932271,-932568,-82000,-2499,1482499,1000000,3988839,3988925,3988839,3988821,3988748,3988838,3988857,
663,4325465,-30300,-61999,947870,947890,947870,947870,947849,947870,947870,1483888,1483889,1483895,1483888,1483887,1483881,1483888,-932698,-932699,-932695,-932406,-932698,-932701,-932990,-82000,-2499,1485000,1000000,3988574,3988660,3988574,3988556,3988483,3988574,3988592,
664,4325150,-30300,-61999,947950,947970,947950,947950,947929,947950,947950,1484420,1484421,1484423,1484420,1484420,1484417,1484420,-932924,-932924,-932922,-932632,-932923,-932925,-933216,-82000,-2499,1482499,1000000,3988824,3988910,3988824,3988806,3988733,3988824,3988842,
665,4324952,-30300,-61999,948000,948020,948000,948000,947979,948000,948000,1483723,1483722,1483729,1483723,1483724,1483717,1483723,-933041,-933041,-933045,-932748,-933040,-933036,-933333,-82000,-2499,1485000,1000000,3988676,3988762,3988676,3988658,3988585,3988676,3988694,
666,4326117,-30300,-61999,947705,947725,947705,947705,947686,947705,947705,1484328,1484328,1484330,1484328,1484328,1484325,1484328,-933226,-933226,-933228,-932934,-933227,-933224,-933519,-82000,-2499,1482499,1000000,3988702,3988789,3988702,3988684,3988620,3988702,3988720,
667,4325676,-30300,-61999,947817,947837,947817,947817,947797,947817,947817,1483894,1483891,1483906,1483894,1483896,1483882,1483894,-933393,-933393,-933396,-933101,-933393,-933390,-933685,-82000,-2499,1482499,1000000,3988792,3988879,3988792,3988774,3988706,3988793,3988811,
668,4325639,-30300,-61999,947826,947847,947826,947826,947806,947826,947826,1483463,1483462,1483469,1483463,1483464,1483456,1483463,-933842,-933842,-933837,-933550,-933843,-933848,-934135,-82000,-2499,1487499,1000000,3988427,3988517,3988427,3988409,3988341,3988428,3988445,
669,4325235,-30300,-61999,947928,947948,947928,947928,947908,947928,947928,1485651,1485650,1485659,1485651,1485653,1485644,1485651,-934199,-934198,-934196,-933907,-934199,-934201,-934491,-82000,-2499,1482499,1000000,3988851,3988937,3988851,3988833,3988764,3988852,3988869,
670,4324053,-30300,-61999,948227,948245,948227,948227,948208,948227,948227,1483886,1483889,1483894,1483886,1483882,1483878,1483886,-934406,-934407,-934403,-934114,-934405,-934408,-934698,-82000,-2499,1482499,1000000,3989089,3989167,3989089,3989071,3989008,3989090,3989108,
671,4324214,-30300,-61999,948186,948206,948186,948186,948166,948186,948186,1483270,1483271,1483273,1483270,1483270,1483268,1483270,-934740,-934740,-934737,-934448,-934740,-934743,-935032,-82000,-2499,1485000,1000000,3988900,3988986,3988899,3988882,3988813,3988900,3988918,
672,4324704,-30300,-61999,948062,948083,948062,948062,948042,948062,948062,1484081,1484081,1484083,1484081,1484081,1484079,1484081,-935226,-935227,-935223,-934934,-935226,-935230,-935519,-82000,-2499,1482499,1000000,3989038,3989129,3989038,3989020,3988952,3989039,3989057,
673,4324740,-30300,-61999,948053,948074,948053,948053,948032,948053,948053,1483597,1483596,1483603,1483597,1483597,1483590,1483597,-935462,-935463,-935464,-935170,-935462,-935461,-935755,-82000,-2499,1485000,1000000,3988858,3988949,3988858,3988840,3988767,3988858,3988876,
674,4325153,-30300,-61999,947949,947970,947949,947949,947928,947949,947949,1484106,1484105,1484111,1484106,1484106,1484101,1484106,-935564,-935564,-935559,-935272,-935564,-935569,-935856,-82000,-2499,1485000,1000000,3988790,3988881,3988790,3988772,3988699,3988791,3988808,
675,4326123,-30300,-61999,947704,947724,947704,947704,947684,947704,947704,1484358,1484357,1484362,1484358,1484359,1484354,1484358,-935846,-935846,-935845,-935554,-935846,-935847,-936139,-82000,-2499,1482499,1000000,3988865,3988952,3988865,3988847,3988779,3988866,3988883,
676,4325479,-30300,-61999,947866,947886,947866,947866,947847,947866,947866,1483391,1483392,1483394,1483391,1483391,1483389,1483391,-936201,-936200,-936202,-935908,-936201,-936200,-936493,-82000,-2499,1482499,1000000,3989007,3989093,3989007,3988989,3988924,3989007,3989025,
677,4326438,-30300,-61999,947624,947644,947624,947624,947604,947624,947624,1483292,1483294,1483302,1483292,1483290,1483282,1483292,-936423,-936422,-936423,-936130,-936423,-936422,-936715,-82000,-2499,1485000,1000000,3988680,3988767,3988680,3988662,3988594,3988681,3988698,
678,4327126,-30300,-61999,947451,947471,947451,947451,947431,947451,947451,1483755,1483753,1483765,1483755,1483756,1483745,1483755,-936786,-936786,-936789,-936494,-936786,-936783,-937078,-82000,-2499,1482499,1000000,3988798,3988884,3988798,3988780,3988711,3988798,3988816,
679,4326870,-30300,-61999,947515,947535,947515,947515,947495,947515,947515,1483079,1483080,1483081,1483079,1483079,1483077,1483079,-937270,-937269,-937286,-936979,-937271,-937254,-937562,-82000,-2499,1487499,1000000,3988473,3988559,3988474,3988455,3988386,3988472,3988491,
680,4327138,-30300,-61999,947448,947468,947448,947448,947427,947448,947448,1485383,1485383,1485390,1485383,1485382,1485375,1485383,-937519,-937519,-937520,-937227,-937520,-937519,-937812,-82000,-2499,1485000,1000000,3988586,3988673,3988587,3988569,3988496,3988587,3988605,
681,4327916,-30300,-61999,947252,947272,947252,947252,947231,947252,947252,1485386,1485386,1485388,1485386,1485385,1485383,1485386,-937687,-937687,-937691,-937395,-937688,-937683,-937979,-82000,-2499,1482499,1000000,3988691,3988778,3988691,3988673,3988600,3988691,3988709,
682,4328882,-30300,-61999,947008,947028,947008,947008,946988,947008,947008,1483831,1483830,1483838,1483831,1483832,1483824,1483831,-938158,-938159,-938164,-937866,-938158,-938153,-938451,-82000,-2499,1482499,1000000,3988627,3988713,3988626,3988609,3988540,3988626,3988645,
683,4329023,-30300,-61999,946972,946993,946972,946972,946952,946972,946972,1483137,1483137,1483138,1483137,1483137,1483135,1483137,-938598,-938598,-938607,-938306,-938598,-938589,-938890,-82000,-2499,1482499,1000000,3988652,3988743,3988653,3988634,3988565,3988652,3988670,
684,4328545,-30300,-61999,947093,947113,947093,947093,947073,947093,947093,1482801,1482801,1482803,1482801,1482801,1482799,1482801,-938748,-938749,-938750,-938456,-938747,-938747,-939041,-82000,-2499,1482499,1000000,3988743,3988829,3988743,3988725,3988656,3988743,3988761,
685,4328103,-30300,-61999,947204,947224,947204,947204,947184,947204,947204,1482772,1482772,1482775,1482772,1482773,1482769,1482772,-938782,-938783,-938789,-938490,-938781,-938775,-939074,-82000,-2499,1482499,1000000,3988808,3988894,3988808,3988790,3988721,3988807,3988826,
686,4328087,-30300,-61999,947208,947229,947208,947208,947188,947208,947208,1482650,1482650,1482652,1482650,1482650,1482648,1482650,-938961,-938962,-938961,-938669,-938961,-938962,-939253,-82000,-2499,1482499,1000000,3988824,3988915,3988824,3988806,3988738,3988824,3988842,
687,4329601,-30300,-61999,946827,946846,946827,946827,946808,946827,946827,1482463,1482462,1482466,1482463,1482465,1482461,1482463,-939290,-939291,-939293,-938997,-939288,-939286,-939582,-82000,-2499,1487499,1000000,3988225,3988308,3988225,3988207,3988142,3988225,3988243,
688,4329102,-30300,-61999,946952,946972,946952,946952,946933,946952,946952,1484724,1484724,1484725,1484724,1484723,1484722,1484724,-939750,-939749,-939764,-939458,-939751,-939737,-940042,-82000,-2499,1485000,1000000,3988459,3988545,3988459,3988440,3988377,3988458,3988477,
689,4329523,-30300,-61999,946846,946867,946846,946846,946826,946846,946846,1485006,1485006,1485012,1485006,1485005,1485000,1485006,-939962,-939961,-939963,-939669,-939962,-939960,-940254,-82000,-2499,1485000,1000000,3988403,3988494,3988403,3988385,3988317,3988403,3988421,
690,4329799,-30300,-61999,946777,946797,946777,946777,946756,946777,946777,1484706,1484706,1484714,1484706,1484706,1484699,1484706,-940147,-940147,-940146,-939855,-940147,-940149,-940439,-82000,-2499,1485000,1000000,3988386,3988473,3988386,3988368,3988295,3988387,3988404,
691,4329996,-30300,-61999,946727,946748,946727,946727,946706,946727,946727,1485177,1485177,1485185,1485177,1485177,1485169,1485177,-940249,-940249,-940253,-939957,-940249,-940246,-940541,-82000,-2499,1482499,1000000,3988553,3988644,3988554,3988535,3988462,3988554,3988571,
692,4330062,-30300,-61999,946710,946731,946710,946710,946690,946710,946710,1483961,1483960,1483964,1483961,1483961,1483958,1483961,-940622,-940621,-940623,-940329,-940622,-940621,-940914,-82000,-2499,1485000,1000000,3988397,3988488,3988397,3988379,3988311,3988397,3988415,
693,4330961,-30300,-61999,946484,946504,946484,946484,946464,946484,946484,1484503,1484504,1484506,1484503,1484502,1484500,1484503,-940714,-940713,-940720,-940422,-940715,-940708,-941006,-82000,-2499,1482499,1000000,3988464,3988551,3988464,3988446,3988377,3988463,3988482,
694,4330967,-30300,-61999,946482,946503,946482,946482,946462,946482,946482,1483431,1483431,1483433,1483431,1483430,1483429,1483431,-940957,-940956,-940961,-940665,-940957,-940953,-941249,-82000,-2499,1482499,1000000,3988508,3988599,3988508,3988490,3988421,3988508,3988526,
695,4331494,-30300,-61999,946350,946370,946350,946350,946329,946350,946350,1482668,1482668,1482678,1482668,1482669,1482658,1482668,-941017,-941016,-941011,-940725,-941017,-941022,-941309,-82000,-2499,1482499,1000000,3988462,3988549,3988461,3988444,3988371,3988462,3988480,
696,4331236,-30300,-61999,946415,946435,946415,946415,946394,946415,946415,1482529,1482529,1482532,1482529,1482529,1482526,1482529,-941400,-941399,-941399,-941108,-941401,-941401,-941692,-82000,-2499,1482499,1000000,3988528,3988614,3988527,3988510,3988437,3988528,3988546,
697,4331539,-30300,-61999,946338,946359,946338,946338,946318,946338,946338,1482513,1482513,1482515,1482513,1482513,1482511,1482513,-941670,-941669,-941669,-941377,-941670,-941670,-941962,-82000,-2499,1485000,1000000,3988293,3988384,3988293,3988275,3988206,3988293,3988311,
698,4332261,-30300,-61999,946157,946177,946157,946157,946136,946157,946157,1484026,1484028,1484037,1484026,1484025,1484016,1484026,-941860,-941860,-941862,-941568,-941861,-941859,-942153,-82000,-2499,1482499,1000000,3988363,3988450,3988363,3988345,3988272,3988363,3988381,
699,4332944,-30300,-61999,945985,946005,945985,945985,945964,945985,945985,1483398,1483398,1483402,1483398,1483398,1483394,1483398,-942057,-942057,-942058,-941765,-942057,-942056,-942349,-82000,-2499,1482499,1000000,3988295,3988382,3988295,3988277,3988204,3988295,3988313,
700,4333719,-30300,-61999,945790,945810,945790,945790,945770,945790,945790,1483065,1483065,1483065,1483065,1483064,1483064,1483065,-942453,-942454,-942426,-942162,-942453,-942481,-942744,-82000,-2499,1482499,1000000,3988218,3988305,3988216,3988200,3988131,3988220,3988236,
701,4334375,-30300,-61999,945625,945645,945625,945625,945605,945625,945625,1482288,1482286,1482302,1482288,1482290,1482274,1482288,-942677,-942678,-942678,-942385,-942677,-942677,-942969,-82000,-2499,1485000,1000000,3987956,3988042,3987955,3987937,3987869,3987956,3987974,
702,4334627,-30300,-61999,945562,945582,945562,945562,945541,945562,945562,1483714,1483714,1483716,1483714,1483714,1483712,1483714,-942820,-942820,-942826,-942527,-942820,-942813,-943112,-82000,-2499,1482499,1000000,3988091,3988178,3988091,3988073,3988001,3988091,3988110,
703,4334884,-30300,-61999,945497,945518,945497,945497,945477,945497,945497,1483097,1483097,1483098,1483097,1483097,1483096,1483097,-943168,-943168,-943179,-942876,-943168,-943158,-943460,-82000,-2499,1482499,1000000,3988093,3988184,3988093,3988075,3988007,3988093,3988111,
704,4334603,-30300,-61999,945568,945588,945568,945568,945547,945568,945568,1482811,1482812,1482813,1482811,1482811,1482810,1482811,-943336,-943336,-943335,-943043,-943335,-943336,-943628,-82000,-2499,1482499,1000000,3988154,3988241,3988154,3988136,3988063,3988154,3988173,
705,4334939,-30300,-61999,945483,945504,945483,945483,945463,945483,945483,1482826,1482826,1482829,1482826,1482826,1482822,1482826,-943412,-943412,-943415,-943119,-943411,-943408,-943704,-82000,-2499,1482499,1000000,3988108,3988199,3988108,3988090,3988021,3988108,3988126,
706,4335874,-30300,-61999,945248,945269,945248,945248,945228,945248,945248,1482856,1482857,1482861,1482856,1482855,1482851,1482856,-943693,-943693,-943691,-943400,-943692,-943694,-943985,-82000,-2499,1482499,1000000,3987989,3988080,3987989,3987971,3987903,3987989,3988008,
707,4336075,-30300,-61999,945198,945218,945198,945198,945177,945198,945198,1482659,1482659,1482661,1482659,1482659,1482656,1482659,-944117,-944117,-944117,-943825,-944117,-944117,-944410,-82000,-2499,1482499,1000000,3987994,3988081,3987994,3987976,3987903,3987995,3988012,
708,4336091,-30300,-61999,945194,945215,945194,945194,945173,945194,945194,1482653,1482653,1482656,1482653,1482653,1482651,1482653,-944414,-944414,-944411,-944121,-944414,-944416,-944706,-82000,-2499,1482499,1000000,3988011,3988102,3988011,3987993,3987920,3988011,3988029,
709,4336637,-30300,-61999,945057,945077,945057,945057,945036,945057,945057,1482323,1482322,1482329,1482323,1482323,1482317,1482323,-944657,-944657,-944657,-944365,-944657,-944658,-944950,-82000,-2499,1482499,1000000,3987958,3988045,3987958,3987940,3987867,3987958,3987977,
710,4337622,-30300,-61999,944934,944954,944934,944934,944913,944934,944934,1482322,1482322,1482324,1482322,1482322,1482320,1482322,-944736,-944735,-944734,-944443,-944736,-944737,-945028,-82000,-2499,1482499,1000000,3988361,3988447,3988361,3988343,3988270,3988361,3988379,
711,4338333,-30300,-61999,944760,944781,944760,944760,944740,944760,944760,1482508,1482509,1482511,1482508,1482508,1482505,1482508,-944808,-944807,-944812,-944516,-944808,-944804,-945100,-82000,-2499,1482499,1000000,3988276,3988368,3988277,3988258,3988190,3988276,3988295,
712,4339038,-30300,-61999,944587,944608,944587,944587,944567,944587,944587,1482527,1482527,1482529,1482527,1482527,1482526,1482527,-945135,-945136,-945134,-944843,-945135,-945137,-945428,-82000,-2499,1480000,1000000,3988417,3988507,3988417,3988399,3988330,3988417,3988435,
713,4338561,-30300,-61999,944704,944724,944704,944704,944684,944704,944704,1481419,1481418,1481420,1481419,1481419,1481417,1481419,-945468,-945467,-945467,-945175,-945468,-945469,-945760,-82000,-2499,1482499,1000000,3988323,3988409,3988323,3988305,3988236,3988323,3988341,
714,4338301,-30300,-61999,944768,944788,944768,944768,944748,944768,944768,1482059,1482059,1482062,1482059,1482060,1482056,1482059,-945610,-945610,-945612,-945318,-945610,-945608,-945902,-82000,-2499,1482499,1000000,3988344,3988430,3988344,3988326,3988257,3988344,3988362,
715,4337556,-30300,-61999,944950,944970,944950,944950,944930,944950,944950,1482130,1482131,1482134,1482130,1482128,1482125,1482130,-945954,-945953,-945958,-945662,-945955,-945950,-946246,-82000,-2499,1482499,1000000,3988449,3988535,3988449,3988430,3988362,3988449,3988467,
716,4338629,-30300,-61999,944688,944707,944688,944688,944668,944688,944688,1482288,1482288,1482290,1482288,1482288,1482286,1482288,-946118,-946117,-946119,-945826,-946118,-946117,-946410,-82000,-2499,1482499,1000000,3988331,3988413,3988331,3988313,3988245,3988331,3988349,
717,4339098,-30300,-61999,944573,944593,944573,944573,944553,944573,944573,1482425,1482425,1482426,1482425,1482425,1482423,1482425,-946294,-946293,-946295,-946001,-946294,-946292,-946586,-82000,-2499,1482499,1000000,3988282,3988368,3988282,3988264,3988195,3988282,3988300,
718,4340588,-30300,-61999,944209,944228,944209,944209,944190,944209,944209,1482456,1482456,1482458,1482456,1482456,1482454,1482456,-946482,-946482,-946483,-946190,-946483,-946482,-946775,-82000,-2499,1482499,1000000,3988120,3988203,3988120,3988102,3988038,3988120,3988138,
719,4341318,-30300,-61999,944031,944051,944031,944031,944010,944031,944031,1482191,1482190,1482197,1482191,1482192,1482184,1482191,-946911,-946912,-946916,-946619,-946911,-946906,-947203,-82000,-2499,1482499,1000000,3988072,3988159,3988072,3988054,3987981,3988072,3988090,
720,4341552,-30300,-61999,943973,943994,943973,943973,943953,943973,943973,1482259,1482259,1482261,1482259,1482259,1482257,1482259,-947158,-947158,-947161,-946865,-947157,-947154,-947450,-82000,-2499,1480000,1000000,3988259,3988350,3988259,3988241,3988172,3988258,3988277,
721,4341120,-30300,-61999,944079,944099,944079,944079,944058,944079,944079,1481259,1481258,1481260,1481259,1481259,1481258,1481259,-947270,-947270,-947279,-946978,-947269,-947261,-947562,-82000,-2499,1482499,1000000,3988143,3988230,3988143,3988125,3988052,3988142,3988161,
722,4341120,-30300,-61999,944079,944099,944079,944079,944058,944079,944079,1481259,1481258,1481260,1481259,1481259,1481258,1481259,-947270,-947270,-947279,-946978,-947269,-947261,-947562,-82000,-2499,1482499,1000000,3988143,3988230,3988143,3988125,3988052,3988142,3988161,
723,4340795,-30300,-61999,944158,944179,944158,944158,944138,944158,944158,1481748,1481749,1481751,1481748,1481747,1481745,1481748,-947392,-947393,-947390,-947100,-947391,-947394,-947684,-82000,-2499,1482499,1000000,3988172,3988263,3988172,3988154,3988085,3988172,3988190,
724,4341583,-30300,-61999,943966,943986,943966,943966,943945,943966,943966,1481762,1481761,1481768,1481762,1481763,1481756,1481762,-947608,-947608,-947607,-947315,-947608,-947608,-947900,-82000,-2499,1482499,1000000,3988095,3988182,3988095,3988077,3988004,3988095,3988113,
725,4341614,-30300,-61999,943958,943979,943958,943958,943937,943958,943958,1482099,1482099,1482102,1482099,1482099,1482097,1482099,-947714,-947714,-947713,-947422,-947714,-947715,-948006,-82000,-2499,1482499,1000000,3988086,3988178,3988086,3988068,3987995,3988086,3988104,
726,4341864,-30300,-61999,943897,943918,943897,943897,943876,943897,943897,1482241,1482241,1482243,1482241,1482241,1482239,1482241,-947970,-947970,-947970,-947677,-947970,-947970,-948262,-82000,-2499,1482499,1000000,3988069,3988161,3988069,3988051,3987978,3988069,3988087,
727,4341864,-30300,-61999,943897,943918,943897,943897,943876,943897,943897,1482360,1482360,1482362,1482360,1482360,1482358,1482360,-948150,-948150,-948150,-947857,-948150,-948150,-948442,-82000,-2499,1485000,1000000,3987872,3987963,3987872,3987854,3987781,3987872,3987890,
728,4342608,-30300,-61999,943715,943736,943715,943715,943695,943715,943715,1483794,1483795,1483798,1483794,1483794,1483790,1483794,-948405,-948406,-948404,-948113,-948405,-948407,-948698,-82000,-2499,1482499,1000000,3987961,3988052,3987961,3987943,3987874,3987961,3987979,
729,4343060,-30300,-61999,943605,943626,943605,943605,943585,943605,943605,1483008,1483008,1483010,1483008,1483008,1483006,1483008,-948435,-948435,-948424,-948143,-948435,-948446,-948727,-82000,-2499,1482499,1000000,3987936,3988027,3987935,3987917,3987849,3987936,3987954,
730,4342771,-30300,-61999,943676,943696,943676,943676,943655,943676,943676,1482228,1482231,1482242,1482228,1482226,1482214,1482228,-948635,-948635,-948633,-948343,-948635,-948637,-948927,-82000,-2499,1482499,1000000,3988008,3988094,3988007,3987989,3987916,3988008,3988026,
